Date,EWATR_14,EWATR_25,EWATR_50,EWATR_100,EWATR_250,EWATR_500
2004-06-25,34.5109661488,36.9569947467,40.207243986,42.4224091693,49.076651986,61.1927282336
2004-06-24,35.204960941,37.5367443089,40.6238661895,42.6733669303,49.2298781064,61.3177491885
2004-06-23,36.0672626242,38.198139668,41.0738199115,42.9374753532,49.38754781,61.4448744357
2004-06-22,35.0929953356,37.8479846403,41.019690112,42.9483334411,49.4436726921,61.5212065978
2004-06-21,36.4919176949,38.8353166937,41.632738688,43.2907240157,49.631975284,61.6635761633
2004-06-18,36.5522127249,39.0632597515,41.8585647569,43.4359911675,49.7406658485,61.7660353864
2004-06-17,38.6833223749,40.4268647308,42.6405469918,43.85490008,49.9578599517,61.9226126826
2004-06-16,36.4038335095,39.3374367917,42.1973040119,43.6600495765,49.9294090276,61.9563706492
2004-06-15,37.5275002033,40.1905565244,42.7318878491,43.9541919922,50.0967135178,62.0880595095
2004-06-14,35.0240386961,39.0564362347,42.2801281695,43.75528678,50.0669682448,62.1212781849
2004-06-11,35.904660034,39.8694725876,42.8099293193,44.0473127755,50.2337712026,62.2528263941
2004-06-10,38.5669154238,41.6419286366,43.7980896997,44.5613999023,50.4878577183,62.4277876221
2004-06-09,39.5002870275,42.403756023,44.259236218,44.8050645468,50.6323385032,62.5477386747
2004-06-08,41.2234081087,43.5790690249,44.9106336147,45.1385001942,50.8117147161,62.6850041604
2004-06-07,41.1193170485,43.7189914436,45.0335166194,45.2039244405,50.883294754,62.7683107903
2004-06-04,43.0299812098,44.9705740639,45.7001907671,45.5373370555,51.0614738283,62.9048571261
2004-06-03,44.3115167805,45.8264552359,46.1491781453,45.7562731576,51.1928912887,63.0179026457
2004-06-02,45.0671347467,46.3619931722,46.4246548043,45.8846827164,51.2876133071,63.1125635781
2004-06-01,46.3082324001,47.1421592699,46.8093345923,46.0641712561,51.4023732534,63.2172231516
2004-05-28,46.0171912308,47.0540058757,46.7525727389,46.0210232007,51.4280951269,63.2774124227
2004-05-27,46.7429129587,47.5335063654,46.9751267282,46.1163974067,51.5094452886,63.3654982441
2004-05-26,46.9648995677,47.7196318958,47.0434992478,46.1328902836,51.5593203511,63.4379050506
2004-05-25,49.2210379627,49.0046012205,47.6452747273,46.4123426126,51.7140136873,63.5627062733
2004-05-24,50.0704284185,49.4466513222,47.8063063488,46.4671374128,51.7783832751,63.6423163185
2004-05-21,51.7581866367,50.3088722657,48.1616657916,46.6159684717,51.8802176789,63.7406823157
2004-05-20,51.567138427,50.0846116212,47.9641827627,46.4869981378,51.8712234434,63.7837311427
2004-05-19,50.6697751081,49.474995923,47.5790473652,46.2665334537,51.8268155996,63.8093172394
2004-05-18,55.5266635862,52.0062455832,48.7414574618,46.8153523114,52.0896815883,63.9885128997
2004-05-17,51.9461502918,49.7734327151,47.5145781745,46.1691978126,51.8751408782,63.9291482219
2004-05-14,53.5532503367,50.4628854414,47.7600711612,46.2635250411,51.9584753431,64.0190446076
2004-05-13,55.4537503885,51.2347925615,48.0278291678,46.3658184763,52.0448887997,64.1105037042
2004-05-12,56.6466350637,51.5293586083,48.0412099501,46.3388653142,52.0797875049,64.1762772662
2004-05-11,56.2076558427,50.8651384923,47.5735042338,46.0729838054,52.0201874045,64.1950198604
2004-05-10,48.9780644339,46.5039000334,45.3030350189,44.9189026702,51.6091045724,64.0386872747
2004-05-07,46.0516128083,44.7125583695,44.376628285,44.4526178756,51.4774507939,64.0228102698
2004-05-06,43.9980147789,43.4886049003,43.7634294394,44.15065056,51.4138158605,64.0413385675
2004-05-05,43.828478591,43.3543219753,43.708875539,44.1314717834,51.4645292409,64.1172557561
2004-05-04,40.7097829896,41.6255154732,42.8765847447,43.728067173,51.3630395159,64.1173249175
2004-04-30,40.9266726803,41.8193084293,43.0225677955,43.8175230755,51.4599313996,64.2167931536
2004-04-29,40.1153915542,41.4542507984,42.8928766851,43.7693922285,51.5021798446,64.2890047494
2004-04-28,37.0562210241,39.9087716983,42.1946267539,43.4415011624,51.433924261,64.3061951492
2004-04-27,37.8187165662,40.5595026732,42.6066523357,43.670622398,51.5892168254,64.4352780957
2004-04-26,40.4677498841,42.2227945626,43.5048830432,44.1366955778,51.8381261974,64.6109705931
2004-04-23,41.108942174,42.7163607761,43.7989599022,44.2950126601,51.9629304239,64.7244414171
2004-04-22,39.5718563546,42.0177241742,43.5009582655,44.1575381684,51.969861592,64.7790483967
2004-04-21,39.2290650246,42.0358678553,43.5703851335,44.2051652021,52.0515472273,64.8711487911
2004-04-20,39.802767336,42.5805235099,43.8997886083,44.3810271254,52.1844913817,64.9888688263
2004-04-19,41.5570392339,43.7622338024,44.5324330413,44.7038761582,52.3755314731,65.1355175992
2004-04-16,42.5504298852,44.4840866193,44.9174303083,44.8978938584,52.5142907621,65.2559004352
2004-04-15,43.8966498676,45.3744271709,45.371202974,45.1220937343,52.6646063505,65.3819761885
2004-04-14,41.4807498472,44.1889627685,44.7904357484,44.8296107795,52.6089003774,65.4051504418
2004-04-13,42.4316344391,44.9297096659,45.1778004728,45.022128169,52.7479276897,65.5258123674
2004-04-08,43.4211166605,45.673852138,45.5524045738,45.2043933845,52.8824491972,65.6441522967
2004-04-07,45.3166730698,46.8883398162,46.142298638,45.4893306246,53.0574086286,65.7826058129
2004-04-06,47.180776619,48.0290348009,46.6705557253,45.7375999301,53.2169058866,65.9131974194
2004-04-05,49.5624345604,49.3897877009,47.2815988161,46.0211878075,53.3897324399,66.0503244631
2004-04-02,47.4489629543,48.2306033427,46.6277865229,45.6721208945,53.3101318973,66.0613478077
2004-04-01,49.4718803319,49.3914869546,47.130961483,45.9018607106,53.4628237197,66.1886477989
2004-03-31,50.2521696137,49.8074442008,47.2424292986,45.932201331,53.5356174846,66.2759770486
2004-03-30,54.537118785,52.0913978842,48.2564060047,46.4075993377,53.7857027656,66.451832668
2004-03-29,53.7428293674,51.4573477079,47.7893205355,46.139065991,53.7381983701,66.4788941216
2004-03-26,55.5648031162,52.2537933502,48.0297009655,46.2247036878,53.8332843008,66.5774067233
2004-03-25,54.2363112879,51.2582761294,47.36968876,45.8615663885,53.750017508,66.5869354076
2004-03-24,54.8726668707,51.3547991402,47.2582474849,45.7759414671,53.7793349177,66.653015309
2004-03-23,56.8376925431,52.1260324018,47.4687881986,45.8502029109,53.8731448367,66.751424188
2004-03-22,50.4742606266,48.286535102,45.3981264924,44.7926312525,53.5171058394,66.6253777919
2004-03-19,53.5779930307,49.7854130272,46.0143765533,45.0854116818,53.7035886173,66.7709704885
2004-03-18,52.2669150354,48.7591974461,45.3578204943,44.7416826249,53.636147562,66.7896918131
2004-03-17,52.584901964,48.6391305666,45.1601805144,44.631413587,53.6637471408,66.8561835639
2004-03-16,53.8902714969,49.0173914472,45.2034531885,44.642149215,53.7405643869,66.9473907124
2004-03-15,53.2118517272,48.2438407344,44.6689002574,44.3662330376,53.7039424141,66.982049593
2004-03-12,46.9521366083,44.4391607956,42.6594676149,43.3655508767,53.3810825138,66.8741620162
2004-03-11,36.3140037788,38.4674241953,39.6618948644,41.8961680661,52.8773161083,66.6768640684
2004-03-10,37.4084658986,39.2397095449,40.0889109814,42.1526563099,53.0674953542,66.8270719404
2004-03-09,39.3789991137,40.4596853403,40.7211114296,42.5072554273,53.2961499353,66.9963187218
2004-03-08,42.5911528235,42.2896591186,41.6280955696,42.9922504864,53.5756370834,67.1906927447
2004-03-05,42.2667147964,42.0887973785,41.5027117153,42.9577504962,53.6469273411,67.2808358018
2004-03-04,42.907747842,42.42119716,41.6415979077,43.0558868699,53.7718022595,67.3977930595
2004-03-03,44.5858628946,43.2896302567,42.0351325162,43.2792381198,53.9466761732,67.5396679816
2004-03-02,45.8298418015,43.8554327781,42.2610562924,43.4161924253,54.0868101184,67.6640754685
2004-03-01,45.4190482325,43.4683855096,42.0064055288,43.3134892419,54.1316840952,67.7408853902
2004-02-27,42.4527479605,41.6990843021,41.0801363667,42.8814385195,54.0467980237,67.7530733076
2004-02-26,44.9224014929,42.9740079939,41.6793256062,43.2143968735,54.2688606584,67.9188170884
2004-02-25,46.4181555688,43.6218419934,41.9437878758,43.376303881,54.4220241979,68.0499546318
2004-02-24,44.2055641178,42.1903288262,41.1741465646,43.02431002,54.3707954766,68.0790125662
2004-02-23,44.6371893667,42.2561895617,41.164928057,43.0571243639,54.4749785728,68.1859424763
2004-02-20,43.7506031154,41.5775386919,40.7879863451,42.9087834419,54.5077093244,68.2572288189
2004-02-19,39.035311287,38.8423335829,39.4160674204,42.2725972488,54.3479318892,68.2326084935
2004-02-18,41.0407437927,39.9125280481,39.963662009,42.6013365872,54.5756261213,68.4018774655
2004-02-17,36.9393197608,37.5969053854,38.8315665808,42.0942928819,54.4702094636,68.4046906016
2004-02-16,39.0838304932,38.8133141676,39.4777529718,42.4800361724,54.7229822304,68.5866733294
2004-02-13,37.9890351845,38.1977570149,39.2033755421,42.404885388,54.791439919,68.6763994751
2004-02-12,36.7258098283,37.5309034328,38.9177990336,42.328216406,54.8604474685,68.7664852445
2004-02-11,36.4220882634,37.4334787188,38.9266887901,42.4015137071,54.9902502594,68.8869921994
2004-02-10,36.8562556885,37.7529352787,39.1441046591,42.5793220648,55.1620594985,69.0284230298
2004-02-09,37.2802950252,38.0573465519,39.3499864819,42.7506215005,55.3312326671,69.1684167093
2004-02-06,39.4157250291,39.2787920979,40.0010063383,43.1415431469,55.5877084315,69.3518572573
2004-02-05,41.5412211875,40.4186914394,40.5888025154,43.495917756,55.8285735595,69.5272154026
2004-02-04,41.7475629086,40.4369157261,40.6046720058,43.5625019531,55.9541042708,69.6447593521
2004-02-03,42.8318033561,40.9149920366,40.8456790264,43.7415423966,56.1248199678,69.7848185078
2004-02-02,42.5443884878,40.5995747063,40.688359803,43.7221796167,56.21658559,69.8853588625
2004-01-30,42.0896790244,40.1912059318,40.4919663256,43.6862640534,56.3026625827,69.9830957718
2004-01-29,39.6573219512,38.7154730928,39.7814343389,43.3991178727,56.2898325633,70.0315250134
2004-01-28,38.4661407129,37.9917625172,39.4704724752,43.3182919711,56.3612368409,70.1222325285
2004-01-27,39.0455469764,38.2660760603,39.6651856374,43.4923988796,56.535222679,70.2642054043
2004-01-26,37.4217849728,37.3215823986,39.2596830104,43.3690129984,56.5909272788,70.3470278709
2004-01-23,36.3482134302,36.7317142652,39.0498741537,43.3481849781,56.6888463734,70.4510239746
2004-01-22,33.5402462656,35.242690454,38.4151751395,43.1208755838,56.7056242559,70.5145551328
2004-01-21,34.9618226141,36.1545813251,38.9913047371,43.5010952925,56.9659103945,70.6997838107
2004-01-20,35.8790260932,36.7507964355,39.3991130937,43.7940467126,57.1905361808,70.8669172127
2004-01-19,35.460414723,36.5966961385,39.4317299546,43.8989769492,57.3398577566,70.9962435342
2004-01-16,35.438940065,36.67975415,39.5881270956,44.0666330492,57.5144750879,71.1381122458
2004-01-15,36.1680077673,37.1780669959,39.9509077934,44.3366660401,57.7298523979,71.300188848
2004-01-14,36.5938551161,37.4929059122,40.218291785,44.5576087883,57.9252728991,71.4520934125
2004-01-13,35.8698328262,37.1756480716,40.1741404293,44.6234190669,58.0588092276,71.5729434863
2004-01-12,37.8651917226,38.3652854109,40.8792073856,45.0622760177,58.3412093017,71.7680254241
2004-01-09,35.8906058337,37.3373925284,40.4783587074,44.948382604,58.4025844768,71.8524664078
2004-01-08,34.1660836543,36.5238419058,40.2080876343,44.9049155859,58.4933682879,71.95167469
2004-01-07,32.360865755,35.7424953979,39.9757646806,44.8848128704,58.5945198404,72.0560902198
2004-01-06,32.2625374096,35.9710366811,40.2604897696,45.1249101001,58.800098313,72.2126276555
2004-01-05,34.1029277803,37.2769564045,41.0752036377,45.6264234355,59.1093360505,72.4206942994
2004-01-02,33.0264551311,36.9583694382,41.0741915413,45.7178663332,59.2539893521,72.5462281443
2003-12-31,34.8151405359,38.2549002248,41.8772197675,46.2091363601,59.5580374593,72.7512230467
2003-12-30,36.4482390799,39.4261419102,42.5987389416,46.6537653775,59.8420377602,72.9458171271
2003-12-29,37.7325835537,40.3699870693,43.1905242046,47.0285889205,60.0969938868,73.1255598811
2003-12-24,39.7683656389,41.6924859918,43.9534027435,47.483711929,60.3829135164,73.3204519046
2003-12-23,41.3634988141,42.7168598244,44.547419182,47.8490394427,60.6317722595,73.49648578
2003-12-22,41.7117294009,43.0182648098,44.7697628221,48.0257877142,60.8047182214,73.6343474465
2003-12-19,42.1596877703,43.3697868773,45.0134266108,48.212167264,60.9814629461,73.7739640695
2003-12-18,40.1842551195,42.4006024504,44.6058113704,48.07503933,61.0295068252,73.8492104185
2003-12-17,41.212602061,43.1423193213,45.0591097937,48.369484569,61.2506273619,74.0109307007
2003-12-16,44.1683869935,44.9041792647,46.0002979485,48.9022014289,61.5658934451,74.2193913448
2003-12-15,43.3327542232,44.5128608701,45.8533713342,48.8881044881,61.6620050391,74.31806626
2003-12-12,44.3070241037,45.1389326093,46.2147334295,49.1282682151,61.860093433,74.4676376679
2003-12-11,46.3542585812,46.3171769934,46.8357429572,49.4944958558,62.1079656694,74.6418566565
2003-12-10,43.1626060552,44.5852750761,46.0086304248,49.1388291055,62.0678690081,74.6720845389
2003-12-09,42.4645454484,44.3257146658,45.939594932,49.1678963601,62.1832735784,74.7801890862
2003-12-08,44.5360139789,45.6028575546,46.63100697,49.5753286098,62.4498058963,74.963676818
2003-12-05,44.0492468987,45.4280956842,46.5873746014,49.6132140363,62.5682782329,75.0729500717
2003-12-04,47.67220796,47.5054369912,47.6521654015,50.2013597744,62.90617605,75.2916793306
2003-12-03,50.6063938,49.0808900738,48.4298048056,50.6377508809,63.1817276648,75.4788203299
2003-12-02,49.6843005385,48.45429758,48.0963274508,50.5173014038,63.2345929473,75.5544869444
2003-12-01,46.9588083137,46.875489045,47.3084224488,50.1762367857,63.2011358625,75.5871702588
2003-11-28,46.9524711312,46.865113132,47.3210111201,50.2404031854,63.3312654679,75.7017480955
2003-11-27,48.0682359206,47.462205893,47.6320727985,50.4533406235,63.521074829,75.8460436791
2003-11-26,46.7095029853,46.6757230508,47.2537900556,50.3231050805,63.574256153,75.9219797259
2003-11-25,49.0801957522,47.957033305,47.9049651599,50.7074102337,63.8334871261,76.100825336
2003-11-24,46.5540720218,46.4951194138,47.1868004725,50.4085700364,63.8201014805,76.1433136139
2003-11-21,49.347006179,48.0030460316,47.9536086551,50.8531876129,64.1046002876,76.3346695803
2003-11-20,43.7080840527,44.8366332009,46.4006947226,50.143150999,63.9287336232,76.295930781
2003-11-19,44.4939431377,45.3563526343,46.7190904256,50.3763459686,64.1321772668,76.4470166759
2003-11-18,45.7391651589,46.1027153538,47.1402777899,50.6586963923,64.3549256786,76.6075257608
2003-11-17,43.5913444142,44.9696083,46.6276360671,50.4760437941,64.3923146398,76.6752913951
2003-11-14,44.1592435548,45.3920756583,46.9022334576,50.6897012445,64.5890400586,76.8226873526
2003-11-13,43.9375887171,45.3747486298,46.9553858436,50.7925234919,64.7415624687,76.9478283841
2003-11-12,45.0818331351,46.1143110157,47.3821362862,51.0812613402,64.9684023279,77.1099439287
2003-11-11,46.5251920789,46.982170267,47.8589581754,51.3919938925,65.2034898968,77.2759156479
2003-11-10,47.7906062449,47.7056844559,48.2491197336,51.6564786176,65.4195821852,77.4321317427
2003-11-07,45.1430072057,46.2644914939,47.565410335,51.3869125291,65.4229523232,77.481959926
2003-11-06,43.7342390835,45.594865785,47.2905291241,51.3280622771,65.5122933057,77.574873593
2003-11-05,43.9702758656,45.8777712671,47.4983058231,51.5124675757,65.6995406415,77.7166566535
2003-11-04,46.0887798449,47.184252206,48.204359122,51.9430224762,65.9846775141,77.9071041752
2003-11-03,45.1793613595,46.7829398899,48.0494350045,51.9418714151,66.0970042411,78.0109402641
2003-10-31,47.9915707994,48.4398515474,48.9126772496,52.4477678073,66.4118396166,78.2157937321
2003-10-30,44.2056586147,46.426505843,47.9458477496,52.0406520055,66.3621355171,78.2383019234
2003-10-29,45.3296060939,47.2203813299,48.3966986781,52.3465237631,66.5987791759,78.4039865002
2003-10-28,47.872622416,48.7554131074,49.1965639303,52.8222111119,66.9023838279,78.6028000734
2003-10-27,50.7914874031,50.4100308663,50.0249951111,53.3054881041,67.2076238586,78.8020096929
2003-10-24,54.036331619,52.1358667719,50.8545867483,53.7823666516,67.5088899137,78.9988113349
2003-10-23,51.1034595604,50.3888556695,49.9466106972,53.3921114325,67.463981399,79.0224538654
2003-10-22,44.6116841081,46.8129269753,48.1770846032,52.5858914614,67.2564631773,78.9652292315
2003-10-21,46.7827124324,48.1723375566,48.8985982605,53.0320710869,67.5516958132,79.1594786473
2003-10-20,47.672360499,48.770032353,49.2209900263,53.27514323,67.7649624463,79.3124224495
2003-10-17,51.068108268,50.7008683824,50.1851120681,53.8342370327,68.1036368434,79.5277026998
2003-10-16,52.032432617,51.1926074143,50.4049125607,54.0167468717,68.2908146494,79.666891889
2003-10-15,50.8528068657,50.4836580321,50.0255212367,53.9019336772,68.3598171767,79.7469195118
2003-10-14,50.8147771527,50.4322962015,49.9816649606,53.958538398,68.4984502464,79.8617368244
2003-10-13,50.6016659455,50.2849875516,49.8911206733,53.9940644262,68.6293614934,79.9726055091
2003-10-10,52.9096145525,51.5087365142,50.4744317212,54.3656616873,68.8946575696,80.1504516234
2003-10-09,52.1880167913,51.0011312237,50.1835921996,54.3003215194,68.9853777107,80.240834195
2003-10-08,51.2784809131,50.4095588257,49.8604735139,54.223560338,69.0728104634,80.3295750134
2003-10-07,53.9520933612,51.7853553945,50.5119214124,54.6341373145,69.3553229973,80.5156654944
2003-10-06,58.2831846476,53.9508016774,51.520571266,55.216645139,69.7051649491,80.734966759
2003-10-03,55.1575207472,51.8967018172,50.4152884605,54.7442541317,69.6337204908,80.74352374
2003-10-02,57.5048316314,52.8964269686,50.8444839079,55.0441380536,69.872545555,80.9072252379
2003-10-01,54.3671134208,50.8127958826,49.7401771286,54.5824034688,69.8080680093,80.9192782449
2003-09-30,50.0851308702,48.1971955395,48.4152863991,54.0244722258,69.708534419,80.9141450915
2003-09-29,49.3597663887,47.6469618345,48.154685844,54.008804998,69.8282816834,81.0188110037
2003-09-26,48.3689612177,46.9675419874,47.842632205,53.9726192404,69.9409586447,81.1198884025
2003-09-25,46.5949552512,45.889837153,47.350494744,53.8528741745,70.0216089149,81.2049380555
2003-09-24,47.0557175975,46.0806569157,47.5035761621,54.0600029457,70.2338306733,81.3556592501
2003-09-23,46.5104433817,45.704044992,47.3771915156,54.1299019951,70.3915321245,81.4789284254
2003-09-22,44.6197423636,44.612715408,46.9109544346,54.0355565809,70.4846368002,81.5698259341
2003-09-19,39.7612411887,41.9804416921,45.7154831871,53.5877900472,70.4387302685,81.5913482826
2003-09-18,41.2168167562,42.9538118331,46.3446865825,54.0582504522,70.7611297084,81.7969248288
2003-09-17,41.9270962572,43.4832961525,46.742428892,54.4109423805,71.0355162924,81.9780748281
2003-09-16,41.8543418352,43.5735708319,46.9196708875,54.6535876811,71.2655204393,82.1367043865
2003-09-15,42.2627021175,43.9380350678,47.2347594952,54.9657813716,71.5230748203,82.3087953861
2003-09-12,41.5954255202,43.7162046568,47.260668046,55.1347870559,71.7232601603,82.4519168105
2003-09-11,41.9947217541,44.1092217116,47.5978381703,55.46074235,71.9860975913,82.6260727897
2003-09-10,44.8862174086,45.8516568542,48.5936682998,56.1124745187,72.3779537968,82.8642534421
2003-09-09,45.730250856,46.3892949254,48.9689200671,56.4501002665,72.6428369598,83.0384588668
2003-09-08,45.4272125262,46.2800695025,49.0207127229,56.6268699689,72.8431810318,83.1800959765
2003-09-05,47.2006298379,47.311741961,49.6378846708,57.0859986551,73.1559776666,83.3776113912
2003-09-04,49.9238036592,48.7960537911,50.4598391471,57.6432915572,73.5066280896,83.5935537214
2003-09-03,46.1120811452,46.637391607,49.4704448266,57.2987115887,73.4970427731,83.6291992273
2003-09-02,49.3293243983,48.4238409076,50.4610752277,57.9471704087,73.8849708275,83.8633843946
2003-09-01,47.5338358442,47.3758276499,50.0309150329,57.8854970836,73.9884645691,83.9550212058
2003-08-29,44.6005798202,45.7738132874,49.3546258506,57.7094465196,74.047809666,84.024580409
2003-08-28,44.308361331,45.713297728,49.4711411914,57.9358999847,74.2690772135,84.1749795289
2003-08-27,45.4481092281,46.4477392054,49.9842489951,58.3608676611,74.5692304442,84.3644584047
2003-08-26,43.7939721862,45.6350508058,49.7305448725,58.4045215533,74.7167744638,84.4773420055
2003-08-22,43.8699679072,45.829638373,49.9930160918,58.7096634028,74.9691180338,84.6423814525
2003-08-21,45.496116816,46.8737749041,50.6743636873,59.2229899362,75.3038097449,84.8481625404
2003-08-20,43.5878270954,45.9549228127,50.3794397562,59.2497170056,75.4435993814,84.9561712079
2003-08-19,44.0474928024,46.4011663805,50.7786005626,59.6264789654,75.7234676495,85.1339514533
2003-08-18,46.5163378489,47.9345969122,51.7083393611,60.2653977323,76.1067886748,85.3629452467
2003-08-15,48.6111590564,49.1874799882,52.4760266819,60.8182340502,76.4538311541,85.5732175723
2003-08-14,46.5359527574,48.1114366539,52.0832114445,60.7923397885,76.5691229706,85.6672986047
2003-08-13,47.2799454893,48.6457230417,52.5070159932,61.1780436227,76.8491962475,85.8435202424
2003-08-12,49.5383986415,49.9828666285,53.3195472582,61.7553778373,77.2046114784,86.0569211251
2003-08-11,51.9443061248,51.3231055142,54.1121818402,62.3181127431,77.5524396831,86.2659669011
2003-08-08,49.920353221,50.1750309737,53.6636994663,62.2619130005,77.6524592789,86.3508004358
2003-08-07,52.0773306396,51.3646168882,54.3887484241,62.7944768995,77.9878203976,86.5530080528
2003-08-06,48.3815353534,49.3033349622,53.5025748904,62.525678453,78.0029836137,86.5949038767
2003-08-05,49.6863869462,50.086946209,54.0577820288,62.9827628662,78.3090316748,86.7820578
2003-08-04,47.915061861,49.1608583931,53.766262928,63.0187782776,78.446453616,86.8845910978
2003-08-01,46.0096867627,48.2325965926,53.4995797822,63.0737030913,78.5922082635,86.9911425651
2003-07-31,44.3342539569,47.5103129753,53.3607871202,63.1984243659,78.766442868,87.111748347
2003-07-30,46.9087545657,49.1695057232,54.412247819,63.9175844541,79.1774183127,87.3502723884
2003-07-29,48.0639475758,49.9836312001,55.0249926279,64.4128891906,79.4969156486,87.5424578489
2003-07-28,47.4891702798,49.8322671335,55.1566249801,64.6676950328,79.7193808345,87.685714193
2003-07-25,49.6721195536,51.2099560613,56.0487321221,65.3013858415,80.0922272669,87.9036930074
2003-07-24,46.744753331,49.7524523997,55.5323538414,65.2327269696,80.1837311004,87.9806617168
2003-07-23,48.197792305,50.7901567664,56.2765315492,65.7970244842,80.5281787398,88.1837906215
2003-07-22,50.0436065058,52.0060031636,57.0959818165,66.3949441707,80.8842283682,88.3921424877
2003-07-21,49.4195459682,51.8315034272,57.2182667886,66.6433268813,81.0993627326,88.5295859446
2003-07-18,51.8379376557,53.3424620461,58.1781960453,67.3088486364,81.4800805055,88.7493438041
2003-07-17,52.0130049873,53.5626672166,58.483428537,67.6443809321,81.7273100678,88.9018461841
2003-07-16,51.5688519084,53.451222818,58.6296909262,67.9018431732,81.94279047,89.0381261287
2003-07-15,54.4102137405,55.1471580529,59.6717191273,68.604910712,82.33510204,89.262327035
2003-07-14,50.8117850852,53.2594212239,58.9317892958,68.4191513325,82.3715285624,89.3082682255
2003-07-11,50.8597520214,53.4893729926,59.2759439609,68.7811543897,82.6275247758,89.4638123868
2003-07-10,50.4227907939,53.471820742,59.5035335103,69.0858241753,82.8598743724,89.6071543202
2003-07-09,52.3339893776,54.7611391372,60.3812287556,69.7138206233,83.2201946485,89.8139966221
2003-07-08,54.7238338972,56.2579007319,61.3437278885,70.3787462925,83.5930476175,90.0264775704
2003-07-07,54.5736544968,56.3043924596,61.5740841289,70.6752866216,83.8170881606,90.1640586429
2003-07-04,58.3388321117,58.4880918312,62.8587406239,71.4949893817,84.2485507161,90.4047963529
2003-07-03,59.4524985904,59.1037661505,63.3386892208,71.9070093692,84.5148041356,90.5623306068
2003-07-02,59.075959912,58.870746663,63.3974112298,72.1091711746,84.6964491487,90.6772096874
2003-07-01,54.4414922061,56.3433088849,62.3442443412,71.7639019054,84.6602760495,90.6831303675
2003-06-30,50.909414084,54.5885846253,61.7297237021,71.6500413378,84.7185915198,90.7363693669
2003-06-27,53.7724008661,56.4459666774,62.9309369144,72.4449916679,85.1396243834,90.9705832722
2003-06-26,54.6604625378,57.1497972339,63.540362911,72.9388298834,85.4379346194,91.1428100589
2003-06-25,56.9005336975,58.5706136701,64.4971124175,73.6022405881,85.8020947368,91.3473904599
2003-06-24,59.1160004202,59.9098314759,65.3949537407,74.2305686808,86.1499027267,91.543171584
2003-06-23,56.0876927925,58.3356507656,64.8478089954,74.138256937,86.2089380899,91.59424642
2003-06-20,57.0088762991,59.021954996,65.449760383,74.6238782892,86.4989697212,91.7605560249
2003-06-19,53.148703422,57.098784579,64.770158766,74.4728455274,86.5343028113,91.7992756883
2003-06-18,54.2485039485,58.0236832939,65.5362876952,75.048054528,86.8598795407,91.9828399196
2003-06-17,55.4867353252,59.0089902351,66.3255239276,75.6308435083,87.1864649185,92.1663382759
2003-06-16,54.5000792213,58.7680727547,66.5061575573,75.9082342863,87.3895690544,92.287646245
2003-06-13,54.3923991016,59.0654121509,66.967633376,76.3265824537,87.6481198099,92.4362941257
2003-06-12,56.0527681941,60.3541964968,67.9214143301,76.9877255335,88.001919969,92.6320307755
2003-06-11,57.1224248393,61.2920462049,68.6896353232,77.5511139282,88.3143851896,92.8065078528
2003-06-10,62.2489517377,64.4163833886,70.5218653364,78.6369950176,88.8325730225,93.0830870426
2003-06-09,64.1795596974,65.642748671,71.3717373909,79.2215807756,89.1468908781,93.256967151
2003-06-06,62.6379534969,64.9296443936,71.2562981008,79.3230268518,89.2669462265,93.3333477808
2003-06-05,62.2284078811,64.8987814264,71.499412309,79.6063203236,89.4594518187,93.4457058882
2003-06-04,64.0481629397,66.1070132119,72.3606128114,80.1963469968,89.7731823554,93.6182337675
2003-06-03,65.4555726228,67.0409309796,73.0732908853,80.7073843099,90.0532882378,93.7734170692
2003-06-02,63.0333530263,65.8610085612,72.7415884725,80.6974324777,90.1243989867,93.8238115263
2003-05-30,65.3615611841,67.3577592747,73.7555308591,81.3600068712,90.4635507858,94.0078748992
2003-05-29,67.5556475202,68.7125725476,74.6802464043,81.9713201413,90.7797238844,94.1798503497
2003-05-28,65.5334394463,67.7136202599,74.434542176,81.9970033765,90.8606855221,94.233877806
2003-05-27,63.2308916689,66.6480886149,74.1869724689,82.027245869,90.9439038797,94.2889234084
2003-05-23,64.0356442333,67.3687626661,74.8476652227,82.5126447754,91.2085135494,94.4343699952
2003-05-22,65.5795895,68.4828262216,75.6985903338,83.0886578012,91.507377112,94.5964315984
2003-05-21,65.8533724999,68.8730617401,76.1842470821,83.4783276558,91.7299263258,94.71986419
2003-05-20,67.2769682692,69.8958168851,76.9836041059,84.0213241741,92.0120944087,94.8726492168
2003-05-19,59.7041941567,66.0121349588,75.3706899878,83.3651893089,91.815404404,94.7859664481
2003-05-16,58.1663778732,65.7048128721,75.602146722,83.6412537394,91.9930381743,94.8865114039
2003-05-15,58.6996667767,66.6218806114,76.4552955678,84.2259255321,92.2925806496,95.0475795858
2003-05-14,59.8073078193,67.882037329,77.4738790603,84.8870553408,92.6202318998,95.222118983
2003-05-13,63.9776628684,70.8138737731,79.3013843281,85.9413392871,93.101518903,95.4727086382
2003-05-12,66.1434571558,72.5566965875,80.5014408313,86.6694471515,93.4485190548,95.6553647851
2003-05-09,66.8270659491,73.4614213032,81.2688465795,87.1738804273,93.70352724,95.7914584315
2003-05-08,65.8158453258,73.4665397451,81.5900239909,87.4521406379,93.8666077801,95.8812037559
